employee_id,date,clock_in,lunch_start,lunch_end,clock_out,waiver_signed,shift_length_minutes,lunch_needed,violation_reason,violation_flag
E001,2024-06-10,1900-01-01 07:00:00,1900-01-01 12:39:11,1900-01-01 13:24:11,1900-01-01 15:00:00,False,480.0,True,late_lunch_no_waiver,True
E001,2024-06-11,1900-01-01 08:00:00,,,1900-01-01 14:00:00,False,360.0,True,missed_lunch,True
E001,2024-06-13,1900-01-01 06:00:00,1900-01-01 12:00:45,1900-01-01 12:45:45,1900-01-01 12:00:00,False,360.0,True,late_lunch_no_waiver,True
E001,2024-06-14,1900-01-01 07:00:00,,,1900-01-01 15:00:00,False,480.0,True,missed_lunch,True
E001,2024-06-19,1900-01-01 09:00:00,,,1900-01-01 16:00:00,True,420.0,True,missed_lunch,True
E001,2024-06-20,1900-01-01 06:00:00,1900-01-01 11:42:15,1900-01-01 12:42:15,1900-01-01 14:00:00,False,480.0,True,late_lunch_no_waiver,True
E001,2024-06-24,1900-01-01 06:00:00,,,1900-01-01 14:00:00,True,480.0,True,missed_lunch,True
E001,2024-06-26,1900-01-01 08:00:00,1900-01-01 14:11:42,1900-01-01 14:41:42,1900-01-01 14:00:00,False,360.0,True,late_lunch_no_waiver,True
E002,2024-06-03,1900-01-01 07:00:00,,,1900-01-01 14:00:00,True,420.0,True,missed_lunch,True
E002,2024-06-06,1900-01-01 09:00:00,1900-01-01 15:11:00,1900-01-01 15:41:00,1900-01-01 17:00:00,False,480.0,True,late_lunch_no_waiver,True
E002,2024-06-12,1900-01-01 07:00:00,,,1900-01-01 14:00:00,True,420.0,True,missed_lunch,True
E002,2024-06-13,1900-01-01 08:00:00,1900-01-01 14:29:18,1900-01-01 15:29:18,1900-01-01 15:00:00,False,420.0,True,late_lunch_no_waiver,True
E002,2024-06-18,1900-01-01 06:00:00,,,1900-01-01 15:00:00,False,540.0,True,missed_lunch,True
E002,2024-06-20,1900-01-01 06:00:00,1900-01-01 12:29:24,1900-01-01 12:59:24,1900-01-01 13:00:00,True,420.0,True,late_lunch_waiver,True
E002,2024-06-24,1900-01-01 08:00:00,1900-01-01 14:20:50,1900-01-01 14:50:50,1900-01-01 17:00:00,True,540.0,True,late_lunch_waiver,True
E002,2024-06-25,1900-01-01 07:00:00,1900-01-01 12:43:07,1900-01-01 13:28:07,1900-01-01 15:00:00,False,480.0,True,late_lunch_no_waiver,True
E002,2024-06-27,1900-01-01 07:00:00,,,1900-01-01 15:00:00,False,480.0,True,missed_lunch,True
E003,2024-06-04,1900-01-01 07:00:00,1900-01-01 13:12:12,1900-01-01 13:42:12,1900-01-01 16:00:00,True,540.0,True,late_lunch_waiver,True
